# unit,quarterLength
# source,CPDL
# source_page,https://www.cpdl.org/wiki/index.php/America,_the_Beautiful_(Samuel_A._Ward)
# license,Public Domain
source_file,part,chord_index,pitch,note,start_quarter,duration_quarter,end_quarter,tie
"5_America,_the_Beautiful.mxl",P1-Staff2,1,60,C4,31.0,1.0,32.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,63,E-4,31.0,1.0,32.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,32.0,1.0,33.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,32.0,1.0,33.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,32.0,1.0,33.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,32.0,1.0,33.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,33.0,1.5,34.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,77,F5,33.0,1.5,34.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,33.0,1.5,34.5,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,33.0,1.5,34.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,34.5,0.5,35.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,77,F5,34.5,0.5,35.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,53,F3,34.5,0.5,35.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,34.5,0.5,35.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,68,A-4,35.0,1.0,36.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,75,E-5,35.0,1.0,36.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,53,F3,35.0,1.0,36.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,35.0,1.0,36.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,65,F4,36.0,1.0,37.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,73,D-5,36.0,1.0,37.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,1,56,A-3,36.0,1.0,37.0,
"5_America,_the_Beautiful.mxl",P1-Staff2,2,61,D-4,36.0,1.0,37.0,
"5_America,_the_Beautiful.mxl",P1-Staff1,1,66,G-4,37.0,1.5,38.5,
"5_America,_the_Beautiful.mxl",P1-Staff1,2,73,D-5,37.0,1.5,38.5,
